step_num,elapsed_seconds,loss
0,0.250038,881.8796997070312
1,0.512008,662.787353515625
2,0.766007,516.2463989257812
3,1.024037,471.06494140625
4,1.280001,460.262939453125
5,1.541005,473.25665283203125
6,1.79,454.42327880859375
7,2.041999,402.6652526855469
8,2.298037,351.9913635253906
9,2.554034,316.3649597167969
10,2.801001,293.50732421875
11,3.050003,276.6141662597656
12,3.311004,263.0174560546875
13,3.571,253.06849670410156
14,3.822999,245.1768798828125
15,4.077035,237.08274841308594
16,4.327,227.9982452392578
17,4.57201,218.3678436279297
18,4.816037,209.2569580078125
19,5.057004,201.10914611816406
20,5.335043,193.5652313232422
21,5.610004,186.4746856689453
22,5.873005,179.95533752441406
23,6.129004,173.9272918701172
24,6.402999,168.2255859375
25,6.663035,162.69944763183594
26,6.916005,157.30682373046875
27,7.170001,152.1460723876953
28,7.425006,147.29441833496094
29,7.678,142.68682861328125
30,7.920001,138.19789123535156
31,8.179033,133.79786682128906
32,8.446,129.51913452148438
33,8.697004,125.39400482177734
34,8.949001,121.41976928710938
35,9.214004,117.56044006347656
36,9.475035,113.79287719726562
37,9.718001,110.1298599243164
38,9.962001,106.59500122070312
39,10.219035,103.18844604492188
40,10.478003,99.89599609375
41,10.735002,96.7002182006836
42,10.988,93.59562683105469
43,11.261002,90.58960723876953
44,11.527002,87.6856918334961
45,11.783005,84.87789916992188
46,12.036001,82.15796661376953
47,12.312039,79.5237045288086
48,12.564003,76.9756088256836
49,12.806004,74.51258850097656
50,13.052002,72.13052368164062
51,13.310002,69.82267761230469
52,13.569004,67.58472442626953
53,13.817004,65.41576385498047
54,14.063004,63.3140869140625
55,14.324005,61.27710723876953
56,14.584003,59.302276611328125
57,14.838005,57.38706970214844
58,15.090037,55.5294189453125
59,15.345039,53.72835922241211
60,15.609005,51.9824104309082
61,15.866001,50.28966522216797
62,16.118004,48.64851379394531
63,16.381998,47.05795669555664
64,16.644998,45.51668167114258
65,16.905004,44.023582458496094
66,17.160005,42.57765579223633
67,17.415,41.177730560302734
68,17.667001,39.822669982910156
69,17.914001,38.511924743652344
70,18.159034,37.2446403503418
71,18.435003,36.01966094970703
72,18.701001,34.83625793457031
73,18.954002,33.69363021850586
74,19.257002,32.59096908569336
75,19.521009,31.527467727661133
76,19.775001,30.502456665039062
77,20.043,29.514930725097656
78,20.311999,28.564054489135742
79,20.591002,27.648923873901367
80,20.847004,26.7685489654541
81,21.106004,25.922157287597656
82,21.354002,25.108856201171875
83,21.598999,24.32781219482422
84,21.845038,23.578102111816406
85,22.128036,22.85887908935547
86,22.384998,22.169212341308594
87,22.630004,21.508268356323242
88,22.875998,20.875076293945312
89,23.156041,20.268798828125
90,23.411002,19.688528060913086
91,23.657007,19.133358001708984
92,23.908005,18.602432250976562
93,24.176004,18.09490203857422
94,24.429005,17.609914779663086
95,24.678001,17.146703720092773
96,24.923002,16.704418182373047
97,25.240053,16.28229522705078
98,25.525036,15.87951374053955
99,25.778002,15.495306015014648
100,26.055008,15.128927230834961
101,26.335,14.779666900634766
102,26.612001,14.446775436401367
103,26.881036,14.129559516906738
104,27.149003,13.827388763427734
105,27.45201,13.539592742919922
106,27.746036,13.265534400939941
107,28.040004,13.004583358764648
108,28.320998,12.756181716918945
109,28.572001,12.51972484588623
110,28.822999,12.29466438293457
111,29.09104,12.080448150634766
112,29.353,11.876554489135742
